관리번호,자치구,AP별 이용량(GB)
WF201068,강동구,46.8108865 
YC090017,양천구,46.7818155 
JR050013,종로구,46.7767685 
HT210030,중구,46.7393335 
WF201622,영등포구,46.7201080 
EP060011,은평구,46.7164659 
WN200005,용산구,46.7103854 
GR010029,구로구,46.6810138 
GS030041,강서구,46.6749104 
EP110006,은평구,46.6488003 
WF200164,동대문구,46.6336274 
WF201713,종로구,46.6016919 
GS100090,강서구,46.5886298 
WF201140,강동구,46.5785485 
EP070029,은평구,46.5649236 
WN003927,성동구,46.5491908 
WF191015,은평구,46.5386359 
WF201158,강서구,46.4990120 
SD000351,성동구,46.4911680 
GD140001,강동구,46.4722096 
GR080027,구로구,46.4650143 
YDP320004,영등포구,46.4597051 
GS040040,강서구,46.4521241 
WF205018,중구,46.4322213 
EP010012,은평구,46.4262201 
WF190332,금천구,46.4173358 
WF181199,서대문구,46.4123839 
EP020002,은평구,46.3859865 
GJ1400022,광진구,46.3360427 
GS100091,강서구,46.3113388 
WF201691,용산구,46.2512493 
GS170029,강서구,46.2267858 
GA070015,관악구,46.2224364 
WF120289,중구,46.2194140 
GS030033,강서구,46.1887106 
GS180128,강서구,46.1567859 
GR150018,구로구,46.1416402 
GS100074,강서구,46.1331139 
DB040009,도봉구,46.1154588 
WF120340,중구,46.1126051 
WF201354,도봉구,46.1090072 
WF201556,송파구,46.0595313 
WF110039,종로구,45.9801945 
WF120272,종로구,45.9797706 
WF171282,중랑구,45.9622607 
WF201801,강동구,45.8774670 
GR040018,구로구,45.8230238 
WF110223,중구,45.7679811 
WF140071,은평구,45.7669070 
WF201484,서대문구,45.7502325 
NW140010,노원구,45.7130264 
HT210098,중구,45.6936483 
GS110034,강서구,45.6830689 
GS030025,강서구,45.6657469 
GR030089,구로구,45.6648908 
SD000500,성동구,45.6613128 
WF181341,강남구,45.6488400 
SP260013,송파구,45.6320261 
GB130008,강북구,45.6299630 
WF190706,서대문구,45.6189532 
SD000035,성동구,45.5838365 
GS200063,강서구,45.5713149 
SD000132,성동구,45.5695666 
DB130023,도봉구,45.5480527 
GS040026,강서구,45.4087742 
SD000313,성동구,45.3910983 
WF181299,관악구,45.3306488 
GS100078,강서구,45.2671866 
WF2020101,동대문구,45.2630844 
SC090007,서초구,45.2306428 
WF201335,도봉구,45.2096185 
GS130207,강서구,45.1994104 
SD000320,성동구,45.1788032 
WF201028,강동구,45.1473425 
WF210007,동작구,45.1404107 
WF201340,도봉구,45.1105310 
YDP110002,영등포구,45.0860002 
HT210146,중구,45.0705303 
WF201179,강서구,45.0509298 
GS050057,강서구,45.0368246 
MP020019,마포구,45.0156191 
WN003827,성동구,45.0014982 
WN200049,강남구,44.9315837 
NW160086,노원구,44.9159433 
WF201338,도봉구,44.8955473 
GB130001,강북구,44.8879074 
GS100075,강서구,44.8717443 
EP160020,은평구,44.8308379 
SD000334,성동구,44.8283566 
GS200040,강서구,44.8275175 
JG160009,중구,44.8115401 
WF171349,도봉구,44.7848520 
WF110196,중구,44.7827958 
GR050041,구로구,44.7621609 
MP020075,마포구,44.6597446 
GD130114,강동구,44.5957640 
WF121364,동대문구,44.5884649 
SC020004,서초구,44.5130329 
EP180005,은평구,44.5085252 
YS000009,용산구,44.4912158 
GS050063,강서구,44.4676207 
GS130201,강서구,44.4448116 
WF201584,양천구,44.4131930 
WF201545,성북구,44.4054421 
WF191076,종로구,44.3441269 
SIGMUL116,강서구,44.3429764 
WF121937,중구,44.3288804 
WF190831,양천구,44.3091319 
WF201373,도봉구,44.3041291 
WF181167,은평구,44.2940983 
WF140015,광진구,44.2671480 
GR130026,구로구,44.2508646 
GA010004,관악구,44.2437399 
WF191235,은평구,44.2362818 
GR040003,구로구,44.2362779 
GS150027,강서구,44.2359906 
WF201362,도봉구,44.2206904 
GR150011,구로구,44.2147313 
WF201521,성동구,44.2144981 
WF191102,종로구,44.2078839 
MP030031,마포구,44.2048373 
JG000067,중구,44.2002928 
WF171789,금천구,44.1855786 
WF205007,중구,44.1844058 
WF181282,금천구,44.1495734 
WF171757,금천구,44.1388937 
HT210163,송파구,44.1092953 
GD130035,강동구,44.1019103 
GS190029,강서구,44.0757751 
DDM160008,동대문구,44.0305699 
WF181357,강동구,43.9944657 
GR180001,구로구,43.9846956 
SD000150-1,성동구,43.9619772 
GS110029,강서구,43.9586308 
GS180122,강서구,43.9322767 
MP030046,마포구,43.9249950 
SDM150019,서대문구,43.8977131 
EP000069,은평구,43.8720101 
MP020005,마포구,43.8420421 
WF140036,서초구,43.8146276 
YC100004,양천구,43.8026345 
SIGMUL066,강서구,43.7957784 
GS080046,강서구,43.7862287 
WF171179,용산구,43.7764862 
WF201127,강동구,43.7551053 
SD000254,성동구,43.7258716 
GB090007,강북구,43.6973551 
GS090048,강서구,43.6894122 
SD000176,성동구,43.6697095 
WF190376,금천구,43.6596834 
GS060062,강서구,43.6465099 
GS100061,강서구,43.6366737 
GS060044,강서구,43.5695773 
GR010038,구로구,43.5620803 
EP110009,은평구,43.5596596 
GS060088,강서구,43.5590278 
GS100065,강서구,43.5509827 
GJ150004,광진구,43.5308063 
SD000188,성동구,43.5115824 
GS200033,강서구,43.4497407 
WF171938,관악구,43.4421097 
SD000180,성동구,43.3929006 
GS200061,강서구,43.3906599 
GS060073,강서구,43.3854762 
WF120043,마포구,43.3823578 
GS140040,강서구,43.3501089 
WF181056,중랑구,43.3078916 
GR120007,구로구,43.3041630 
JR140002,종로구,43.3015818 
WF140069,은평구,43.2360688 
DB010002,도봉구,43.2068667 
WF181159,은평구,43.2015229 
JN160068,중랑구,43.1949500 
DB010010,도봉구,43.1945004 
SD000281,성동구,43.1940119 
SIGMUL112,강서구,43.1793917 
WF120456,중구,43.1222794 
DB130008,도봉구,43.1122792 
WF201564,송파구,43.0624781 
WF172020,서초구,43.0430187 
NW030008,노원구,42.9984853 
WF171784,금천구,42.9789339 
WF171441,노원구,42.9764751 
EP070031,은평구,42.9647986 
WF171275,중랑구,42.9646762 
WF201035,강동구,42.9446640 
GS110045,강서구,42.8570234 
WF172289,서초구,42.8527357 
EP120005,은평구,42.8239908 
GC040008,금천구,42.8106865 
WF190098,강북구,42.7935290 
SD000155,성동구,42.7798340 
WF181170,은평구,42.7156608 
GS180092,강서구,42.6980101 
WN200011,종로구,42.6047816 
WF205053,중구,42.6038934 
GR090012,구로구,42.5900329 
GN190008,강남구,42.5738458 
GD140010,강동구,42.5578772 
WF171801,금천구,42.5373037 
GS180094,강서구,42.4694569 
GS090065,강서구,42.4688070 
EP110032,은평구,42.4589047 
YDP200006,영등포구,42.4547399 
WF161895,마포구,42.3974792 
WF191080,종로구,42.3801212 
GS010047,강서구,42.3174628 
WF140024,동대문구,42.2803726 
WF201431,동작구,42.2771376 
WF151667,노원구,42.2692650 
WF201016,강남구,42.2639869 
WF190173,강서구,42.2464004 
WF190966,은평구,42.2391574 
GS150021,강서구,42.1975418 
WF201374,도봉구,42.1901521 
DB050001,도봉구,42.1865935 
WF201575,양천구,42.1750136 
WF171940,관악구,42.1743227 
GS180126,강서구,42.1689706 
GS060078,강서구,42.1531387 
EP160003,은평구,42.1024995 
WF201089,강동구,42.0998188 
SD000255,성동구,42.0268876 
WF160047,마포구,41.9706840 
GA070003,관악구,41.9423193 
WN003960,성동구,41.9221047 
GC020016,금천구,41.9150595 
WF190314,구로구,41.8877472 
DB100014,도봉구,41.8863137 
DB110016,도봉구,41.8850305 
JR050007,종로구,41.8512358 
WF201365,도봉구,41.8368070 
WF201618,영등포구,41.8343596 
JN160071,중랑구,41.8272016 
JN150004,중랑구,41.8109310 
WF190318,구로구,41.8005401 
GR080022,구로구,41.7990463 
GS120057,강서구,41.7374187 
WF190999,은평구,41.7259955 
WF190532,동대문구,41.7119228 
GN070033,강남구,41.6918490 
WF201164,강서구,41.6639939 
GS110038,강서구,41.6131356 
DBGURUCUS004,도봉구,41.5883056 
WF181017,중구,41.5486231 
GS100092,강서구,41.5456542 
SD000158,성동구,41.5194649 
DB120011,도봉구,41.5005064 
WF170053,중구,41.4855394 
GS180097,강서구,41.4585754 
GR090008,구로구,41.4556386 
WF160037,마포구,41.4402077 
GS190040,강서구,41.4275333 
GB130018,강북구,41.4125295 
GS180087,강서구,41.4107150 
WN003922,성동구,41.4089029 
EP010002,은평구,41.4065777 
WF110062,중구,41.3875578 
WF181073,성북구,41.3524689 
MP030033,마포구,41.3486584 
WF201245,구로구,41.3281006 
YDP240013,영등포구,41.3188012 
WF181197,서대문구,41.3061923 
WF201233,광진구,41.3035695 
EP060004,은평구,41.2379614 
MP030053,마포구,41.2303659 
WF201023,강남구,41.2138572 
GJ060004,광진구,41.1802392 
YDP090005,영등포구,41.0935752 
WF201598,양천구,41.0558479 
WF172015,서초구,41.0436779 
GS160055,강서구,41.0305695 
GS100084,강서구,41.0266017 
GS140042,강서구,41.0170653 
WF171943,관악구,40.9922268 
SDM150007,서대문구,40.9836818 
WF190340,금천구,40.9833952 
WF181340,강남구,40.9821424 
SD000055,성동구,40.9381422 
SDM090010,서대문구,40.8754550 
EP020014,은평구,40.8674538 
JN030007,중랑구,40.8579299 
WF210006,동작구,40.8389664 
GS130015,강서구,40.8305220 
WF121068,강북구,40.7880572 
EP050001,은평구,40.7547725 
GS050016,강서구,40.7496832 
GN090011,강남구,40.7275933 
WF171146,용산구,40.7051205 
GS170042,강서구,40.7014902 
WF181115,노원구,40.6841466 
WF201553,송파구,40.6827970 
DB010001,도봉구,40.6325061 
WF201550,송파구,40.6281806 
WF201052,강동구,40.6274923 
WF190242,광진구,40.6258329 
GS030015,강서구,40.6090973 
WF181156,은평구,40.4869297 
GR060040,구로구,40.4660455 
JR140005,종로구,40.4288333 
GS050079,강서구,40.4052658 
GN070034,강남구,40.4033931 
MP010102,마포구,40.3909460 
GR010048,구로구,40.3882279 
WF201642,영등포구,40.3842217 
GS020023,강서구,40.3467397 
WF171188,용산구,40.3466645 
GS090046,강서구,40.3379684 
SD000273,성동구,40.3372492 
WF201266,금천구,40.3294409 
SDM050079,서대문구,40.3093730 
WF201586,양천구,40.2618841 
WF201152,강서구,40.2612069 
WF181316,서초구,40.2246757 
GS060049,강서구,40.2192841 
WF201475,마포구,40.2175173 
GR010041,구로구,40.1975296 
GS010043,강서구,40.1837192 
WF181164,은평구,40.1826673 
WN003982,성동구,40.1773483 
WF171007,종로구,40.1326093 
WF171285,중랑구,40.0940572 
HT210162,송파구,40.0805201 
WF131641,도봉구,40.0529473 
GD130093,강동구,40.0469327 
SIGMUL086,강서구,40.0319157 
WF201279,노원구,40.0293530 
YS170001,용산구,39.9910406 
DB110019,도봉구,39.9607076 
GJ080004,광진구,39.9576831 
WF201420,동대문구,39.9522753 
WF110172,중구,39.9330810 
GN070046,강남구,39.9313030 
WF120118,서초구,39.9233088 
GA100001,관악구,39.8578309 
EP000039,은평구,39.8525026 
YDP000045,영등포구,39.8510500 
GA110003,관악구,39.8426303 
WF120256,은평구,39.8208422 
WF121623,양천구,39.7848459 
WF120308,중구,39.7736042 
WF110195,중구,39.7711787 
WF201148,강서구,39.7073996 
GS050052,강서구,39.7019571 
GS200039,강서구,39.6866717 
GS110041,강서구,39.6565926 
WF201097,강동구,39.6398845 
WF201516,서초구,39.6040230 
DB110030,도봉구,39.5813021 
DB040014,도봉구,39.5795410 
GR020006,구로구,39.5698856 
WF171572,양천구,39.5455878 
HT210068,중구,39.5437285 
WF181214,마포구,39.5294782 
JR050014,종로구,39.5102712 
WF171710,금천구,39.5047179 
WF120267,종로구,39.5045035 
GA070052,관악구,39.4658223 
GN070054,강남구,39.4630176 
SC090006,서초구,39.4524698 
GS060087,강서구,39.4047779 
GR140016,구로구,39.4029232 
YC140012,양천구,39.3700620 
EP170023,은평구,39.3295529 
DBGURUCUS003,도봉구,39.2998782 
WF171360,도봉구,39.2975135 
DB100003,도봉구,39.2850759 
SD000346,성동구,39.2615465 
DDM160014,동대문구,39.2537434 
GS010051,강서구,39.2453991 
YDP240012,영등포구,39.2320697 
GR040035,구로구,39.2195897 
GR070002,구로구,39.2074751 
EP000100,은평구,39.2069637 
WF201567,송파구,39.2051290 
NW010008,노원구,39.1973791 
GS090049,강서구,39.1859601 
JN150011,중랑구,39.1766571 
GS190015,강서구,39.1610420 
GR090005,구로구,39.1592297 
GS030035,강서구,39.0931399 
WF130005,동작구,39.0912023 
GR040044,구로구,39.0470425 
SD000078,성동구,39.0041035 
GJ100043,광진구,38.9639209 
WF201021,강남구,38.9553101 
WF110038,종로구,38.9024637 
GS050054,강서구,38.8736488 
WF190198,강서구,38.8477806 
WF190527,동대문구,38.8382475 
WF172022,서초구,38.8188201 
WF141600,구로구,38.8161990 
WF191112,중구,38.7780769 
MP020085,마포구,38.7378442 
GR160004,구로구,38.7252515 
EP000040,은평구,38.6763538 
SIGMUL123,강서구,38.6409891 
WF150006,중구,38.6268097 
WF201467,마포구,38.6254306 
SD000047,성동구,38.5901112 
WF190574,동작구,38.5829368 
WF171174,용산구,38.5328322 
EP150004,은평구,38.5103746 
SD000117,성동구,38.5100828 
WN003925,성동구,38.4956478 
GD130117,강동구,38.4920054 
WF120350,중구,38.4887140 
EP120013,은평구,38.4774182 
GS050037,강서구,38.4678746 
SIGMUL128,강서구,38.4653156 
GR140024,구로구,38.4269614 
NW160043,노원구,38.4006872 
GR010040,구로구,38.3566236 
GS190014,강서구,38.3518396 
WN200057,성동구,38.3488701 
WF201063,강동구,38.3172164 
WF201605,양천구,38.3143386 
GD140006,강동구,38.3072999 
WF171263,동대문구,38.3038132 
YC030015,양천구,38.2362664 
NW030010,노원구,38.1487416 
YC010014,양천구,38.0835528 
WF201205,관악구,38.0793447 
GJ140002,광진구,38.0265405 
GS180031,강서구,37.9602639 
DB010003,도봉구,37.9032968 
GS020026,강서구,37.9003236 
WF110250,중구,37.8926833 
WF181279,금천구,37.8787449 
GA070058,관악구,37.8646796 
GR070005,구로구,37.8559569 
GC010031,금천구,37.8350704 
GS050078,강서구,37.8242743 
GR010045,구로구,37.7859561 
GS190041,강서구,37.7753761 
WN200061,서초구,37.7581993 
WF120053,서초구,37.7396494 
GS060025,강서구,37.7383565 
GB010003,강북구,37.7171954 
GR020013,구로구,37.7141980 
DB100010,도봉구,37.6656251 
WN200047,강남구,37.6046350 
DB100013,도봉구,37.5939499 
GS150019,강서구,37.5074740 
MP030017,마포구,37.5004776 
GR050016,구로구,37.4905783 
WF190954,용산구,37.4901556 
WF181002,종로구,37.4668183 
WF201416,동대문구,37.4579695 
GR050029,구로구,37.4287667 
GR010042,구로구,37.4271209 
WF201466,마포구,37.4258906 
YC070004,양천구,37.4173144 
GS180036,강서구,37.4131652 
GD130096,강동구,37.3720384 
SD000314,성동구,37.3070838 
WN200055,성동구,37.2716118 
WF171941,관악구,37.2676392 
WF160111,마포구,37.2551397 
WF201040,강동구,37.1698533 
GS190030,강서구,37.1261010 
WF161205,관악구,37.0909956 
WF190131,강서구,37.0878154 
NW110005,노원구,37.0548645 
WF170028,중구,37.0129516 
WF171284,중랑구,37.0121166 
WF160125,마포구,37.0063487 
HT210176,송파구,37.0048921 
GS050069,강서구,36.9819033 
WF170026,중구,36.9746004 
SD000091,성동구,36.9719933 
WF201126,강동구,36.9701335 
GS090055,강서구,36.9477265 
WF201180,강서구,36.8966348 
EP000130,은평구,36.8816042 
GR040031,구로구,36.8736367 
GS090047,강서구,36.8489805 
MP010056,마포구,36.8274701 
SD000391,성동구,36.8143467 
GS170051,강서구,36.8006106 
WF201393,도봉구,36.7563936 
GC030003,금천구,36.7354695 
WF160200,마포구,36.6962908 
EP000033,은평구,36.6799074 
GS040060,강서구,36.6559250 
WF201675,용산구,36.6397682 
WN200009,용산구,36.6082809 
WN200051,강남구,36.6026733 
GS160040,강서구,36.5929604 
WF201629,영등포구,36.5880907 
WF171386,도봉구,36.5871922 
WF160022,마포구,36.5606967 
GD130007,강동구,36.5459152 
SD000118,성동구,36.5385438 
WF201043,강동구,36.5114205 
WF171342,도봉구,36.4969565 
WF201168,강서구,36.4890174 
WF190705,서대문구,36.4740105 
EP070023,은평구,36.4653907 
WF120122,서초구,36.4602998 
WF170049,중구,36.4494406 
WF201310,도봉구,36.4464726 
SD000094,성동구,36.2989372 
WF181198,서대문구,36.2879273 
GS120056,강서구,36.2832362 
WF160145,마포구,36.2799799 
SD000023,성동구,36.2479957 
WF201364,도봉구,36.2359394 
YC070007,양천구,36.2262957 
WF181314,서초구,36.2171414 
GR150019,구로구,36.2038257 
GB130012,강북구,36.1873094 
GD140014,강동구,36.1822819 
YC070010,양천구,36.1084040 
WF201551,송파구,36.0679101 
GD140009,강동구,36.0670726 
SD000424,성동구,36.0590700 
GR100010,구로구,36.0276597 
WF171935,관악구,36.0206559 
WF190378,금천구,36.0039369 
GR050018,구로구,36.0016353 
GR100037,구로구,35.9965150 
SIGMUL092,강서구,35.9711722 
EP010016,은평구,35.9632903 
SD000219,성동구,35.9261741 
WF190605,동작구,35.8842012 
EP000032,은평구,35.8680878 
WF201056,강동구,35.8292855 
GR100031,구로구,35.8285177 
SD000032,성동구,35.8029068 
WF181101,노원구,35.7912760 
WF151657,노원구,35.7785716 
WF201462,마포구,35.7642420 
WF181151,은평구,35.7533911 
MP030042,마포구,35.7281589 
WF201105,강동구,35.6963060 
GS060059,강서구,35.6806107 
GC080001,금천구,35.6650624 
GR110017,구로구,35.6517839 
GD150004,강동구,35.5823848 
GS130193,강서구,35.5539050 
GR010039,구로구,35.5537180 
GS180088,강서구,35.5505776 
SD000156,성동구,35.5395708 
WF190721,서초구,35.5337531 
WF190513,동대문구,35.5102962 
WF201007,강남구,35.5010630 
WF191111,중구,35.4627989 
EP020019,은평구,35.3976167 
WF140007,강북구,35.3919352 
WF130013,동작구,35.3844178 
GR000022,구로구,35.3696028 
WF171168,용산구,35.3576883 
WF170048,중구,35.3554158 
WF201082,강동구,35.3550282 
GR130003,구로구,35.3197477 
GR110018,구로구,35.2908437 
SIGMUL058,강서구,35.2888522 
WF201799,성동구,35.2841233 
WN003833,성동구,35.2704253 
YDP200011,영등포구,35.2235425 
WF190133,강서구,35.1834314 
WF190660,마포구,35.1808155 
GS160050,강서구,35.1479529 
WF190658,마포구,35.1437179 
SIGMUL100,강서구,35.1396459 
GS110033,강서구,35.1305419 
WF120181,성동구,35.1122216 
GS080033,강서구,35.1106233 
HT210171,송파구,35.0889147 
WF170037,중구,35.0772813 
WF201860,양천구,35.0654012 
GS180115,강서구,35.0102827 
WF190409,노원구,34.9971530 
GD130087,강동구,34.9930842 
DB010024,도봉구,34.9746896 
WF181004,종로구,34.9665884 
WF201602,양천구,34.9393991 
WF142399,영등포구,34.9334195 
EP000072,은평구,34.9105588 
GR050035,구로구,34.8951192 
GS200062,강서구,34.8907080 
WF120299,중구,34.8891363 
HT210091,중구,34.8410804 
WF190484,도봉구,34.7946172 
GR090033,구로구,34.7389302 
EP070015,은평구,34.6949969 
GR010046,구로구,34.6891999 
GS160033,강서구,34.6889619 
WF201718,종로구,34.6738681 
SD000182,성동구,34.6643483 
YC100003,양천구,34.6471225 
WF120264,은평구,34.6270095 
GR150003,구로구,34.5810909 
WF140017,광진구,34.5787897 
WF201397,도봉구,34.5568044 
WF190268,구로구,34.5477594 
GR150012,구로구,34.5203812 
WF120466,중구,34.5127109 
DBGURUCUS021,도봉구,34.5059389 
WF191121,중구,34.5017693 
WF201306,노원구,34.4840468 
JG160010,중구,34.4770895 
GS030045,강서구,34.3525508 
WF142910,중랑구,34.3484393 
WF140018,광진구,34.3374984 
GR070001,구로구,34.3335860 
HT210032,중구,34.3184997 
WF110197,중구,34.2997377 
WF130016,마포구,34.2688295 
WF190005,강남구,34.2500488 
EP150003,은평구,34.2348854 
GR110020,구로구,34.2307844 
WF171304,성북구,34.2022238 
WF110219,중구,34.1981453 
GS100079,강서구,34.1794632 
EP140013,은평구,34.1790170 
GB130015,강북구,34.1759264 
WF181220,마포구,34.1588738 
SIGMUL105,강서구,34.1531594 
GS030030,강서구,34.1403598 
GR000002,구로구,34.1113268 
WF201267,금천구,34.1096151 
WN004002,성동구,34.1078625 
WF201075,강동구,34.0649591 
WF201514,서초구,34.0458952 
GA030001,관악구,34.0320690 
WF201026,강동구,34.0222467 
WF120167,서초구,33.9503897 
YDP060004,영등포구,33.9191121 
GS180105,강서구,33.8861220 
WF190080,강동구,33.8604083 
GS120080,강서구,33.8479467 
WF110249,중구,33.8162899 
YDP000057,영등포구,33.7862665 
SP190001,송파구,33.7821296 
WF201665,용산구,33.7728630 
NW010009,노원구,33.7674567 
GR160027,구로구,33.7288197 
WF201640,금천구,33.7084417 
HT210117,중구,33.6723473 
GR000018,구로구,33.5945019 
WF120187,성동구,33.5817503 
GS180100,강서구,33.5558212 
WF190585,동작구,33.5413716 
GS150040,강서구,33.5379896 
YS060003,용산구,33.5236985 
GC100007,금천구,33.4960876 
WF181261,금천구,33.4846324 
JG040003,중구,33.4662607 
GR020008,구로구,33.4544149 
WF171175,용산구,33.4409638 
WF131672,동대문구,33.4297095 
NW160085,노원구,33.4079433 
GJ1300027,광진구,33.4042423 
GR010036,구로구,33.3861579 
GS090029,강서구,33.3702169 
DB110024,도봉구,33.3471710 
WF171139,용산구,33.3437032 
GR010044,구로구,33.3299874 
JG190011,중구,33.3137784 
WF172068,서초구,33.3051585 
WF201517,서초구,33.2902872 
WF201323,도봉구,33.2645082 
GS060079,강서구,33.2636279 
WF201041,강동구,33.2521748 
MP010101,마포구,33.2400862 
GR130006,구로구,33.1782873 
GS090043,강서구,33.1290072 
GA070004,관악구,33.0913549 
WF201276,금천구,33.0346248 
GR100011,구로구,33.0255542 
EP000082,은평구,33.0088241 
DB130013,도봉구,33.0017242 
GR080003,구로구,32.9781771 
GS050035,강서구,32.9428038 
WF201447,동작구,32.9399388 
WF170036,중구,32.9004422 
DBGURUCUS005,도봉구,32.8717495 
WF170011,중구,32.8325692 
WF201590,양천구,32.8286945 
WF120036,노원구,32.8198708 
GS110036,강서구,32.7985779 
WF201174,강서구,32.7681769 
WN190002,도봉구,32.7184020 
WF201603,양천구,32.7116880 
WF201491,서초구,32.7026904 
JG190004,중구,32.6873270 
WF201557,송파구,32.6792232 
WF201668,용산구,32.6790920 
HT210009,중구,32.6727262 
WF171797,금천구,32.6618485 
WF201129,강동구,32.6364502 
EP140012,은평구,32.5931729 
MP010098,마포구,32.5771409 
GB050001,강북구,32.5754004 
GR050019,구로구,32.5730914 
GD130107,강동구,32.5630641 
SD000249,성동구,32.5626463 
GS050008,강서구,32.5482676 
SIGMUL099,강서구,32.5070985 
GS190024,강서구,32.5047514 
WF190772,성북구,32.5021330 
WF171587,양천구,32.4992422 
GR010023,구로구,32.4646749 
WF201409,동대문구,32.4582087 
WF191134,중구,32.4496768 
DB130007,도봉구,32.4394783 
WF160073,마포구,32.4231356 
WF181155,은평구,32.4188895 
SD000135,성동구,32.3800058 
GR110027,구로구,32.3783282 
WF110220,중구,32.3441467 
SB020001,성북구,32.3349163 
WF201125,강동구,32.3292978 
GD130013,강동구,32.3171173 
GS060014,강서구,32.3137082 
WF200133,서초구,32.2925774 
WF199006,중구,32.2688908 
SC170012,서초구,32.2662412 
GC010022,금천구,32.2227680 
SD000141,성동구,32.2217076 
GN110094,강남구,32.2211745 
GS100094,강서구,32.1994395 
YC170110,양천구,32.1371075 
GN080005,강남구,32.1364469 
WF110235,중구,32.1313909 
EP120010,은평구,32.1298892 
GS090034,강서구,32.0626755 
SC000056,서초구,32.0551867 
WF140065,은평구,31.9988802 
EP000103,은평구,31.9849612 
WF120189,성동구,31.9794490 
GR090004,구로구,31.8781721 
WF181065,중랑구,31.8649451 
WF181376,강동구,31.7741502 
GS170033,강서구,31.7708905 
HT210200,송파구,31.7592273 
WF110132,중구,31.7517801 
GR010008,구로구,31.7286508 
GC010001,금천구,31.7223539 
WF181221,마포구,31.7042059 
WF120471,중구,31.6887200 
EP160006,은평구,31.6626813 
WF190520,동대문구,31.6400901 
WF181368,강동구,31.6193072 
MP020083,마포구,31.6113957 
WF201621,영등포구,31.6090624 
WF200002,마포구,31.5951368 
GS020027,강서구,31.5656604 
NW110010,노원구,31.5409352 
GD130041,강동구,31.5247468 
HT210074,종로구,31.4981339 
GC040007,금천구,31.4817823 
GS060051,강서구,31.4680943 
WN003989,성동구,31.4614530 
WF201151,강서구,31.4590066 
WN003972,성동구,31.4144596 
WF201234,구로구,31.4122811 
MP030030,마포구,31.4037911 
DDM160009,동대문구,31.3793799 
MP020061,마포구,31.3734650 
WF160142,마포구,31.3541092 
WF170012,중구,31.3099645 
YDP320005,영등포구,31.3020896 
WF171581,양천구,31.2960172 
WF210801,도봉구,31.2865967 
GS160052,강서구,31.2253228 
GS090063,강서구,31.2115133 
NW110006,노원구,31.1986412 
GS040058,강서구,31.1767992 
EP050005,은평구,31.1649734 
WF201322,도봉구,31.1558949 
WF201723,종로구,31.1486346 
GR160014,구로구,31.1477830 
JN150010,중랑구,31.1477042 
WF161896,마포구,31.1468355 
DBGURUCUS030,도봉구,31.1411789 
WF120010,강서구,31.1209840 
SB160008,성북구,31.1001260 
JN030010,중랑구,31.0899886 
GD130052,강동구,31.0761279 
WF190350,금천구,31.0585698 
WF201643,영등포구,31.0415114 
WF110011,과천시,31.0282275 
GS060055,강서구,31.0200437 
WF120477,중구,31.0135559 
WF171306,성북구,31.0105212 
WF121166,강서구,31.0003562 
GA070011,관악구,30.9767593 
WF120269,종로구,30.9635227 
WF140068,은평구,30.9626631 
WN200040,서초구,30.9625411 
GR050047,구로구,30.9460040 
HT210045,중구,30.9368155 
GR060047,구로구,30.9155359 
GS160047,강서구,30.9007334 
DB110014,도봉구,30.8925859 
GR090006,구로구,30.8730092 
WF181330,서초구,30.8666075 
GD130091,강동구,30.8611409 
WF121460,서대문구,30.8585473 
HT210193,송파구,30.8162082 
GS050009,강서구,30.7905209 
GB070022,강북구,30.7043097 
GR120010,구로구,30.6743862 
EP000104,은평구,30.6254408 
MP020016,마포구,30.6116966 
DB110010,도봉구,30.5977615 
HT210040,중구,30.5872405 
WF201533,성동구,30.5858681 
WF181291,동작구,30.5797223 
SD000350,성동구,30.5584464 
SIGMUL078,강서구,30.5193896 
GS050064,강서구,30.5106807 
SIGMUL067,강서구,30.5090177 
GS040072,강서구,30.4987447 
WF171187,용산구,30.4833410 
WN003924,성동구,30.4784888 
WF131681,동대문구,30.4686804 
GS060056,강서구,30.4535809 
WF190167,강서구,30.4397883 
SP260007,송파구,30.4037144 
WF201144,강서구,30.4035278 
SIGMUL069,강서구,30.4017168 
WN200013,종로구,30.3816644 
GR030016,구로구,30.3790114 
WF190539,동작구,30.3510943 
GN090010,강남구,30.3203681 
SIGMUL083,강서구,30.2741868 
MP020067,마포구,30.2508347 
GS020012,강서구,30.1907906 
YDP200014,영등포구,30.1502131 
GR030071,구로구,30.1348106 
GS040045,강서구,30.1135252 
WF120203,송파구,30.0624381 
GR090023,구로구,30.0589840 
SIGMUL096,강서구,30.0216497 
WF201769,중구,30.0206064 
NW130010,노원구,30.0195685 
WF201272,금천구,30.0063114 
MP010029,마포구,29.9673995 
SD000221,성동구,29.9660084 
GS060027,강서구,29.9485443 
WF190485,도봉구,29.9467006 
NW010011,노원구,29.9151470 
WF110065,중구,29.8603770 
WF191106,중구,29.8580775 
GS120077,강서구,29.8281176 
EP020022,은평구,29.8222915 
GR010032,구로구,29.8099416 
GS070016,강서구,29.8098447 
SD000406,성동구,29.8010546 
EP140010,은평구,29.6909465 
HT210094,중구,29.6879537 
GD140002,강동구,29.6788804 
WF171181,용산구,29.6729684 
EP180008,은평구,29.6704485 
WF201009,강남구,29.6297388 
GJ080005,광진구,29.6197764 
GA160001,관악구,29.6106567 
JN010007,중랑구,29.5905572 
SIGMUL077,강서구,29.5831362 
